차차,188,90
카가,190,85
차타,192,43
가카,155,58
마사,179,86
카가,164,56
카마,199,94
차바,197,96
차카,158,42
타타,153,86
파라,151,84
파나,174,96
마다,155,59
자아,187,65
아라,176,71
하차,172,60
하가,195,42
사자,151,88
다바,193,55
타다,141,42
타파,160,86
마다,179,54
나사,177,74
파아,168,41
차자,166,71
타다,141,97
마마,188,74
다타,199,88
타가,196,79
자자,172,53
타하,144,52
마아,149,93
라차,159,74
아다,144,73
차하,198,65
파가,150,59
라라,181,74
타바,172,89
가바,161,47
하타,155,70
다다,196,66
타타,148,67
차마,143,50
카차,170,90
카마,176,87
아자,172,85
타차,151,61
타타,168,81
차카,194,59
라차,194,67
나차,175,76
나자,149,67
나카,161,45
카가,159,49
아자,154,97
파바,174,64
파차,191,98
다바,199,96
하사,147,77
파사,171,47
차하,176,93
다카,168,41
차카,159,79
차자,159,49
라마,148,99
아하,182,60
하가,199,84
라타,160,81
파파,154,41
라아,183,50
가가,150,58
가마,181,66
바나,156,98
하하,192,86
아아,141,98
사아,191,84
가바,169,44
나하,164,81
나카,144,54
아바,199,83
다차,189,87
다가,166,72
파하,184,80
마가,155,90
하파,147,53
아자,168,70
파파,146,64
라타,166,86
하가,170,92
마카,176,48
차아,191,82
라자,194,67
차타,172,72
바사,171,49
나파,188,84
차자,164,87
사나,156,69
자바,164,75
파라,146,48
파다,170,89
바라,185,81
사파,140,42
가다,181,72
하파,163,94
하마,147,71
파파,185,97
나하,149,97
카차,145,45
타아,171,66
사사,165,86
나카,183,80
카차,175,49
다아,176,99
아다,191,43
카다,150,61
나라,177,76
다아,181,74
라자,150,66
라다,179,93
카다,156,61
바라,193,70
카사,163,96
바타,188,49
다카,196,84
차바,159,66
자아,198,54
가가,150,47
파파,151,93
라파,171,94
아나,152,99
파다,174,80
카차,178,92
타차,182,67
카아,175,76
다다,175,80
아타,182,79
자라,193,46
바파,150,61
타다,166,64
마타,184,57
아아,168,99
타타,175,82
타하,190,55
차마,156,63
마하,171,62
가차,182,65
아차,154,54
아가,192,95
파나,148,93
카자,180,62
바라,150,81
카자,182,46
카차,172,68
아자,195,88
카마,182,60
하하,147,45
차마,157,54
라아,194,84
나다,194,89
파하,141,50
타사,188,59
마파,169,47
타나,167,66
하사,170,98
마차,169,45
차자,152,59
라사,150,72
하아,153,87
자나,164,60
카차,191,75
가하,188,72
하사,196,59
카가,154,71
하파,199,49
라가,190,72
바사,147,88
차라,154,84
자타,163,55
가아,179,77
타차,153,47
라타,198,69
하차,156,46
다차,187,76
나마,198,92
바파,150,73
마사,165,84
파마,154,93
타차,150,59
파나,161,49
사다,191,86
카차,175,48
나사,186,90
나사,158,71
나바,197,80
하다,193,58
사카,181,52
타타,175,95
파아,187,89
바가,168,76
파가,153,84
타라,177,97
나사,177,74
차차,149,42
하하,186,98
사나,164,75
가다,169,81
하바,195,59
타나,153,71
차다,182,95
나타,161,43
하파,152,96
바자,176,95
사카,167,45
다가,170,52
타차,187,83
나바,199,82
파타,146,73
카자,175,72
타다,180,50
마마,181,93
라사,158,52
차차,153,48
가아,168,41
바자,153,62
가나,190,89
사하,182,92
차카,190,54
차다,146,76
나사,159,63
하사,168,87
마마,148,77
차가,194,85
카마,151,42
파차,155,73
타다,177,88
사나,174,53
사카,197,92
타아,152,66
마카,192,80
자마,144,79
파아,188,70
자나,181,46
카마,156,71
사타,149,70
타사,189,81
사카,149,40
라마,182,49
마가,183,95
가하,179,50
라아,143,94
하하,157,65
나카,159,55
사아,196,78
아가,184,45
타파,167,43
타마,174,40
사가,149,65
타사,155,86
다라,143,89
파라,166,75
타파,184,49
자나,196,68
아타,153,75
가아,181,73
바가,186,84
차바,189,85
자아,163,90
가카,140,85
자가,162,94
카타,171,78
바하,143,41
파바,173,42
라카,144,52
아자,193,53
가타,184,65
라나,152,99
바마,188,71
가마,158,96
바다,194,47
차가,185,66
마자,162,87
차카,154,42
차타,174,74
차바,161,80
다라,144,91
타사,178,94
사파,174,86
사아,199,72
나사,142,64
카아,196,43
아아,146,43
마사,185,61
가마,149,84
라파,145,76
가나,193,93
카라,141,51
다가,174,84
카자,184,98
사나,165,66
라아,176,57
나카,170,63
파파,144,79
카가,144,60
자라,183,95
사파,147,85
가나,196,68
마라,188,60
차다,170,91
자가,151,63
다차,182,50
나타,177,61
파아,158,67
사가,191,73
바아,161,46
차마,142,82
사다,168,88
차가,178,45
마하,171,94
자자,170,57
카마,150,46
타아,166,78
마라,159,64
사나,180,81
사차,162,72
바나,177,80
자다,196,86
가마,181,90
사타,143,83
하가,196,67
자가,165,81
아타,175,85
카라,187,48
마카,141,63
라카,177,73
카마,146,47
마라,196,71
자차,175,61
바다,158,42
파라,186,68
마바,156,44
타차,191,83
차가,140,75
타나,165,80
아다,143,90
나사,165,76
나자,163,66
차파,175,58
차타,164,87
라아,189,59
나차,198,57
타바,174,99
카가,187,61
파마,152,92
카라,173,66
파마,184,61
파자,182,71
사카,178,62
하나,188,92
차카,167,97
차바,143,84
자타,178,91
마바,148,66
나카,185,41
타파,178,45
자하,176,61
마타,157,52
바마,174,90
파차,173,52
타타,198,77
타마,176,99
차자,180,94
라가,145,92
카나,177,99
나사,196,42
다사,181,73
마카,182,80
가카,192,71
나타,152,99
다하,141,93
하사,144,67
가아,154,44
타가,196,53
마타,187,92
차사,184,42
다아,149,65
라아,179,72
사바,178,83
나아,150,64
차파,181,65
카사,150,67
카가,197,43
하차,167,93
바차,155,94
마라,195,71
라카,189,63
차나,159,99
사차,174,49
파파,143,59
파타,166,53
차아,148,69
바하,152,61
마하,174,97
타타,187,57
아다,154,99
하바,193,65
하차,156,83
사라,163,43
가라,170,67
가차,173,95
카카,172,77
라라,162,58
차라,147,64
카마,191,99
사마,141,65
하자,193,62
차나,166,56
나아,177,44
마카,154,91
다파,194,55
카가,163,99
사라,174,59
파라,184,70
마아,187,92
다마,143,78
타자,194,66
자바,172,78
바타,185,79
파아,145,42
타사,153,61
파카,157,70
다파,157,62
카가,179,63
하하,187,69
다타,149,83
차나,167,79
차가,172,90
타파,168,40
카차,171,45
라라,158,50
파하,149,93
바하,161,94
나가,180,80
라바,161,53
파라,158,46
파나,152,54
사사,185,48
파사,177,86
바마,195,44
사자,165,84
사나,182,68
바하,191,75
파라,185,92
타사,148,94
하마,173,72
마나,196,81
바차,169,53
하라,141,92
하자,186,85
다사,165,44
바파,183,53
다자,171,77
차마,189,52
차바,194,40
라라,195,97
파아,175,68
사가,147,56
아사,171,56
하가,186,65
차사,166,88
타라,172,58
카하,174,75
가가,174,56
자타,169,69
나아,178,78
파아,155,94
아사,153,68
마타,179,54
나가,165,43
파사,193,73
파다,153,56
타자,140,40
라카,171,45
하라,179,60
마다,179,48
자하,150,57
차사,184,41
사아,185,79
바자,182,55
바차,174,42
나카,142,85
아사,197,78
차파,187,57
아카,167,93
자라,168,63
차자,140,50
카하,191,50
사바,192,84
자아,171,85
바사,149,72
사라,172,62
자타,150,69
파바,151,72
라아,197,63
사나,174,91
카아,162,99
다타,166,69
바라,168,68
마라,163,43
라다,198,51
마아,193,44
자바,171,75
마라,147,69
다타,198,65
바나,189,50
다가,173,82
하라,179,56
가나,187,90
자자,140,86
하자,185,93
나바,153,42
아차,197,67
가라,143,95
나하,193,76
타사,145,71
라라,168,70
파카,196,94
파하,164,73
다아,166,84
자카,144,92
파아,169,70
라마,182,90
다다,194,91
사다,194,87
다카,142,54
파가,156,99
다자,188,73
카마,161,73
파자,164,92
라아,184,48
바아,144,99
나사,181,84
다라,147,66
카나,158,50
타아,185,71
자가,168,64
자타,148,75
파차,163,90
마가,163,42
카나,190,96
나사,146,77
카자,194,71
다파,175,90
파하,170,97
타하,189,52
타차,155,79
다하,154,48
타파,161,59
차라,184,46
사자,148,47
차타,161,47
다바,189,94
타카,162,71
사타,190,68
타하,172,95
바나,181,57
라타,181,44
라파,188,89
가하,158,61
카파,155,76
나마,175,71
다아,147,79
사나,166,63
아하,157,46
바가,180,91
가하,152,50
다파,189,95
사파,180,62
나가,175,45
자하,189,91
아바,144,58
사바,188,51
마사,161,51
아바,153,94
파사,190,68
마카,152,87
아하,194,55
마사,151,44
하파,171,92
바라,164,93
아나,176,96
카사,151,61
마타,172,81
차파,181,42
차라,171,56
자나,150,57
카하,146,44
타아,171,74
카카,170,71
나다,162,54
바가,183,91
다가,185,90
나다,166,89
바가,176,76
하라,150,50
가카,156,87
자아,160,82
카가,153,90
나라,190,97
타자,159,43
타라,192,47
나파,148,95
자다,142,96
마자,178,76
다다,173,61
가하,182,68
다바,158,99
차마,171,63
나카,161,59
바타,159,58
가다,196,95
자라,150,79
사파,184,47
라카,170,45
타하,141,74
아카,183,91
다사,189,94
라나,141,93
파자,183,49
차자,191,70
사가,155,81
자카,146,79
하아,194,71
아하,145,55
차나,149,82
바바,147,82
아라,152,86
파라,197,90
카사,157,88
하바,141,94
사다,193,69
바나,197,61
차타,154,85
라라,165,92
차하,191,86
사가,184,96
라하,148,77
바나,183,77
하카,156,92
차타,190,94
타아,148,88
파자,199,71
라바,165,73
마타,185,66
나가,170,63
나하,188,85
파아,183,50
하나,185,83
마가,196,90
타마,159,58
카라,172,59
자가,195,93
사다,143,72
하아,143,76
라사,144,48
라나,188,70
사다,146,90
마라,178,99
아차,162,76
마마,187,87
파자,162,52
사다,196,74
사아,189,53
차마,197,77
가사,149,66
차마,146,89
카자,190,95
카아,151,40
아사,191,47
가아,151,68
자하,185,45
하카,189,58
하카,182,57
파타,191,89
다카,169,56
마사,149,93
사카,164,62
가다,185,73
자사,199,88
타하,160,92
라마,172,80
아사,195,94
아바,185,86
사자,158,56
사나,187,98
타사,178,73
자다,175,41
자나,168,46
나타,157,40
차바,184,81
타바,175,73
타하,189,98
다마,198,83
바라,171,58
카라,182,92
카타,158,57
파아,141,89
파나,163,79
라하,185,72
다자,170,48
카나,166,72
바마,161,60
차파,192,71
라라,173,61
마카,144,96
하라,199,46
다바,155,43
하파,140,91
사바,140,79
하파,194,94
나다,166,86
카라,156,62
자사,189,88
바다,144,92
나자,179,44
다가,184,83
아마,175,47
가카,172,57
타차,148,49
사아,162,89
라나,144,69
자나,145,59
나카,154,42
차나,142,59
아마,172,94
가나,158,70
아하,150,81
차카,157,54
파라,154,58
다바,180,67
나타,159,58
카카,196,72
카아,161,43
바하,161,83
차나,185,74
다카,165,80
카아,167,62
아자,160,69
사카,151,92
다아,170,88
가하,182,54
하사,184,44
마하,159,45
사차,147,98
타다,172,72
파바,162,78
마라,151,44
바마,163,66
사하,182,99
나차,188,43
파카,191,80
라라,170,84
마나,190,71
다바,186,92
아카,163,58
마자,179,50
차나,140,46
카바,188,42
마파,151,89
아사,148,61
아아,186,59
마아,167,74
자타,148,55
사파,160,62
타하,192,72
자차,198,77
나카,175,47
바타,182,53
카차,175,50
바카,153,88
다라,174,82
파사,170,89
파아,163,88
타파,197,90
자차,143,76
타라,195,86
자가,140,97
다카,188,53
카자,171,56
나하,143,64
다카,178,56
가나,165,59
하바,176,54
자카,167,83
파차,175,43
나차,195,67
사마,184,48
하아,176,83
차라,179,77
마아,193,44
파아,187,45
아라,167,51
나아,168,90
타카,157,87
카자,152,40
타사,177,73
바사,193,47
파하,149,67
자하,151,50
아차,157,81
라가,188,73
라하,176,86
마나,171,64
차파,140,73
자마,159,79
자아,145,59
아자,177,82
사카,152,63
마바,179,59
차하,154,69
타사,176,61
하아,156,42
나파,168,98
나차,174,87
파가,162,74
나하,197,63
사가,158,82
